Contrast name:,Group (joke-lit)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,0.000000,0.000000,1.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,average ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,2948,50,1.000000,-0.013569,0.047503,-0.285646,11.000000,0.609772,0.731726
2,1627,50,1.000000,0.053177,0.042919,1.238985,11.000000,0.120569,0.241137
3,644,50,1.000000,0.078977,0.024421,3.234043,11.000000,0.003979,0.023873
4,743,50,1.000000,-0.000662,0.081066,-0.008169,11.000000,0.503186,0.731726
5,462,50,1.000000,-0.046250,0.059466,-0.777761,11.000000,0.773443,0.773443
6,370,50,1.000000,0.134939,0.083017,1.625443,11.000000,0.066175,0.198524
