Data
ROI#,average ROI size,average localizer mask size,inter-subject overlap,Subject#1[1],Subject#1[2],Subject#1[3],Subject#1[4],Subject#2[1],Subject#2[2],Subject#2[3],Subject#2[4],Subject#3[1],Subject#3[2],Subject#3[3],Subject#3[4],Subject#4[1],Subject#4[2],Subject#4[3],Subject#4[4],Subject#5[1],Subject#5[2],Subject#5[3],Subject#5[4],Subject#6[1],Subject#6[2],Subject#6[3],Subject#6[4],Subject#7[1],Subject#7[2],Subject#7[3],Subject#7[4],Subject#8[1],Subject#8[2],Subject#8[3],Subject#8[4],Subject#9[1],Subject#9[2],Subject#9[3],Subject#9[4],Subject#10[1],Subject#10[2],Subject#10[3],Subject#10[4],Subject#11[1],Subject#11[2],Subject#11[3],Subject#11[4],Subject#12[1],Subject#12[2],Subject#12[3],Subject#12[4]
1,1885,50,1.000000,0.960914,1.299453,1.370707,0.418076,0.744405,0.536888,0.773494,0.461740,0.466927,0.540304,0.325915,-0.778100,-0.367096,0.244530,0.231657,-0.622053,0.056197,0.324615,0.361431,0.431214,0.950447,0.751527,-0.633104,-0.359739,-0.140054,-0.265629,-0.840598,0.049986,0.200390,0.164666,0.524935,-0.019070,0.310363,0.575496,0.877284,0.879907,0.251652,0.820806,1.018364,0.172076,0.747136,0.889712,1.454679,0.120431,0.591664,0.937152,0.617931,1.295178
2,3322,50,1.000000,0.291802,0.269810,0.444566,0.510602,0.230601,0.187091,0.466109,0.550772,-0.009031,0.043630,0.202073,-0.636282,0.558513,0.827695,1.178282,1.380003,-0.266317,0.096175,0.194712,-0.157555,0.832875,0.942195,1.368993,0.785763,0.253884,0.293947,0.856090,0.780157,0.459988,0.281564,0.860248,0.345180,0.511915,0.585004,0.797767,0.850641,0.278190,0.678191,0.837587,0.648778,0.277933,0.558068,0.608816,-0.012189,1.167088,1.675350,1.186978,1.731931
3,1525,50,1.000000,-0.151346,0.070199,0.490374,-0.412410,-0.611522,-0.465898,0.076776,-0.742293,0.010713,-0.050503,-0.064660,-0.930460,0.322530,0.806116,0.233834,0.097056,-0.140273,0.058456,0.225979,0.030086,-0.454351,0.336189,0.414095,-1.426412,-0.271136,-0.193282,-0.704409,-0.208694,-0.318502,-0.170432,0.021785,-0.417316,0.229842,0.762680,0.785371,1.367602,-0.108717,0.282302,0.673934,0.048221,-1.440891,-0.038709,0.481520,-0.961507,0.085498,0.306465,0.217155,1.221410
4,4182,50,1.000000,-0.263586,-0.141343,0.013212,0.039139,-0.055436,-0.089715,-0.021926,-0.137170,-0.196265,0.047342,0.188238,-0.484310,-0.003638,0.258117,0.311776,0.506452,-0.241875,0.110891,0.097431,-0.044526,-0.539244,-0.271761,-0.636768,-0.362071,-0.466151,-0.479621,-0.329975,0.006738,-0.063297,0.085398,0.338561,0.029949,0.042533,0.123853,0.186437,0.190917,-0.156636,0.114117,0.150546,0.129600,-0.088508,0.077715,-0.021401,-0.501480,0.227346,0.373527,0.121951,1.044465
5,3419,50,1.000000,-0.042707,0.019097,0.198817,0.150471,0.385038,0.357608,0.295391,1.070334,0.099298,0.174267,0.285834,0.055856,-0.281013,-0.200053,0.291093,0.115531,-0.029475,0.252495,0.268157,0.286574,0.081202,0.405647,-0.094295,-0.210217,-0.267876,-0.275918,-0.191219,0.161721,-0.240998,-0.070083,0.387882,-0.026837,0.016254,0.176059,0.183353,0.655207,-0.249452,-0.131272,0.232827,0.275288,-0.516233,-0.219293,-0.244009,-0.833688,0.572260,1.019717,0.670525,1.298986
6,1313,50,1.000000,0.164049,0.207957,0.381156,0.347543,0.898186,0.386959,0.309954,1.119715,-0.117951,-0.115709,-0.027862,-0.630392,0.165709,0.577685,-0.175831,-0.334330,-0.245191,-0.051823,-0.014187,-0.256249,0.399721,0.701339,0.731490,0.172943,-0.118775,-0.008215,0.569695,0.437217,0.219850,0.212181,0.459647,0.102273,0.004149,0.251319,0.010904,0.162120,-2.892423,-1.640224,-0.173355,-2.654711,-0.901935,-0.216701,0.203460,-0.649730,0.789921,1.051484,0.765381,1.267125
7,4051,50,1.000000,0.039520,0.079004,0.297206,0.156196,0.608801,0.517473,0.694536,0.897030,-0.065137,-0.108771,-0.049571,-0.194592,0.220342,0.421236,1.035007,0.803251,0.068273,0.312690,0.340673,0.216901,0.101461,0.324902,-0.014225,-0.377586,-0.114848,-0.322746,-0.258119,0.087075,0.053278,0.095942,0.457650,-0.164988,0.325891,0.374936,0.405484,0.739887,0.202556,0.321991,0.575801,0.524705,0.009945,0.282645,0.267421,-0.226851,0.278158,0.331825,0.227585,0.553199

Weights
ROI#,Subject#1,Subject#2,Subject#3,Subject#4,Subject#5,Subject#6,Subject#7,Subject#8,Subject#9,Subject#10,Subject#11,Subject#12
1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
6,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
7,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000

quality control (localizer mask sizes)
Subject#,Session/Partition#,filename,ROI#1,ROI#2,ROI#3,ROI#4,ROI#5,ROI#6,ROI#7
1,1,/users/evelina9/more_evelina_files/MEGADATA/152_KAN_RHnonlit_01/firstlevel_ToMshort/locT_0003_Nvoxels-ROI-level50.img,50,50,50,50,50,50,50
2,1,/users/evelina9/more_evelina_files/MEGADATA/138_KAN_RHnonlit_02/firstlevel_ToMshort/locT_0003_Nvoxels-ROI-level50.img,50,50,50,50,50,50,50
3,1,/users/evelina9/more_evelina_files/MEGADATA/136_KAN_RHnonlit_03/firstlevel_ToMshort/locT_0003_Nvoxels-ROI-level50.img,50,50,50,50,50,50,50
4,1,/users/evelina9/more_evelina_files/MEGADATA/194_KAN_RHnonlit_04/firstlevel_ToMshort/locT_0003_Nvoxels-ROI-level50.img,50,50,50,50,50,50,50
5,1,/users/evelina9/more_evelina_files/MEGADATA/097_KAN_RHnonlit_05/firstlevel_ToMshort/locT_0003_Nvoxels-ROI-level50.img,50,50,50,50,50,50,50
6,1,/users/evelina9/more_evelina_files/MEGADATA/135_KAN_RHnonlit_06/firstlevel_ToMshort/locT_0003_Nvoxels-ROI-level50.img,50,50,50,50,50,50,50
7,1,/users/evelina9/more_evelina_files/MEGADATA/197_KAN_RHnonlit_07/firstlevel_ToMshort/locT_0003_Nvoxels-ROI-level50.img,50,50,50,50,50,50,50
8,1,/users/evelina9/more_evelina_files/MEGADATA/198_KAN_RHnonlit_08/firstlevel_ToMshort/locT_0003_Nvoxels-ROI-level50.img,50,50,50,50,50,50,50
9,1,/users/evelina9/more_evelina_files/MEGADATA/018_KAN_RHnonlit_09/firstlevel_ToMshort/locT_0003_Nvoxels-ROI-level50.img,50,50,50,50,50,50,50
10,1,/users/evelina9/more_evelina_files/MEGADATA/049_KAN_RHnonlit_10/firstlevel_ToMshort/locT_0003_Nvoxels-ROI-level50.img,50,50,50,50,50,50,50
11,1,/users/evelina9/more_evelina_files/MEGADATA/201_KAN_RHnonlit_11/firstlevel_ToMshort/locT_0003_Nvoxels-ROI-level50.img,50,50,50,50,50,50,50
12,1,/users/evelina9/more_evelina_files/MEGADATA/175_KAN_RHnonlit_12/firstlevel_ToMshort/locT_0003_Nvoxels-ROI-level50.img,50,50,50,50,50,50,50
