Contrast name:,Group (lit)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,0.000000,1.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,2948,294,1.000000,1.150496,0.124233,9.260780,11.000000,0.000001,0.000002
2,1627,162,1.000000,0.820530,0.090026,9.114338,11.000000,0.000001,0.000002
3,644,64,1.000000,0.450508,0.149229,3.018897,11.000000,0.005839,0.005839
4,743,74,1.000000,1.859348,0.317664,5.853199,11.000000,0.000055,0.000066
5,462,46,1.000000,1.361210,0.210770,6.458280,11.000000,0.000023,0.000035
6,370,37,1.000000,1.832896,0.181041,10.124214,11.000000,0.000000,0.000002
