"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","ROIName","contrastName","Group"
5,888,88,1,0.620204,3,3,"LMFGorb","joke-lit","MDLeft"
6,1015,101,1,0.12041,3,3,"RMFGorb","joke-lit","MDRight"
7,3526,352,1,0.258122,3,3,"LPrecG","joke-lit","MDLeft"
8,3381,338,1,0.118973,3,3,"RPrecG","joke-lit","MDRight"
9,1858,185,1,0.089495,3,3,"LInsula","joke-lit","MDLeft"
10,1770,177,1,-0.262659,3,3,"RInsula","joke-lit","MDRight"
11,2147,214,1,0.031607,3,3,"LSMA","joke-lit","MDLeft"
12,2371,237,1,-0.094294,3,3,"RSMA","joke-lit","MDRight"
13,2447,244,1,0.205157,3,3,"LParInf","joke-lit","MDLeft"
14,1345,134,1,0.490036,3,3,"RParInf","joke-lit","MDRight"
15,2065,206,1,0.164657,3,3,"LParSup","joke-lit","MDLeft"
16,2222,222,1,0.098231,3,3,"RParSup","joke-lit","MDRight"
17,1615,161,1,0.204956,3,3,"LACC","joke-lit","MDLeft"
18,1958,195,1,0.103133,3,3,"RACC","joke-lit","MDRight"
1,1038,103,1,-0.13892,4,1,"LIFGop","joke","MDLeft"
2,1399,139,1,-0.141901,4,1,"RIFGop","joke","MDRight"
3,4863,486,1,0.662252,4,1,"LMFG","joke","MDLeft"
4,5104,510,1,-0.38015,4,1,"RMFG","joke","MDRight"
5,888,88,1,1.655371,4,1,"LMFGorb","joke","MDLeft"
6,1015,101,1,0.285824,4,1,"RMFGorb","joke","MDRight"
7,3526,352,1,0.324793,4,1,"LPrecG","joke","MDLeft"
8,3381,338,1,-0.123136,4,1,"RPrecG","joke","MDRight"
9,1858,185,1,0.044213,4,1,"LInsula","joke","MDLeft"
10,1770,177,1,-0.120439,4,1,"RInsula","joke","MDRight"
11,2147,214,1,0.409908,4,1,"LSMA","joke","MDLeft"
12,2371,237,1,0.413031,4,1,"RSMA","joke","MDRight"
13,2447,244,1,0.007555,4,1,"LParInf","joke","MDLeft"
14,1345,134,1,-0.213581,4,1,"RParInf","joke","MDRight"
15,2065,206,1,0.412077,4,1,"LParSup","joke","MDLeft"
16,2222,222,1,-0.044594,4,1,"RParSup","joke","MDRight"
17,1615,161,1,-0.397251,4,1,"LACC","joke","MDLeft"
18,1958,195,1,-0.066054,4,1,"RACC","joke","MDRight"
1,1038,103,1,-0.42393,4,2,"LIFGop","lit","MDLeft"
2,1399,139,1,-0.258247,4,2,"RIFGop","lit","MDRight"
3,4863,486,1,0.588528,4,2,"LMFG","lit","MDLeft"
4,5104,510,1,-0.114874,4,2,"RMFG","lit","MDRight"
5,888,88,1,0.982157,4,2,"LMFGorb","lit","MDLeft"
6,1015,101,1,0.308587,4,2,"RMFGorb","lit","MDRight"
7,3526,352,1,0.24274,4,2,"LPrecG","lit","MDLeft"
8,3381,338,1,-0.08122,4,2,"RPrecG","lit","MDRight"
9,1858,185,1,-0.169891,4,2,"LInsula","lit","MDLeft"
10,1770,177,1,-0.18386,4,2,"RInsula","lit","MDRight"
11,2147,214,1,0.213402,4,2,"LSMA","lit","MDLeft"
12,2371,237,1,0.198294,4,2,"RSMA","lit","MDRight"
13,2447,244,1,0.046705,4,2,"LParInf","lit","MDLeft"
14,1345,134,1,-0.158765,4,2,"RParInf","lit","MDRight"
15,2065,206,1,0.430743,4,2,"LParSup","lit","MDLeft"
16,2222,222,1,0.111886,4,2,"RParSup","lit","MDRight"
17,1615,161,1,-0.511559,4,2,"LACC","lit","MDLeft"
18,1958,195,1,-0.131502,4,2,"RACC","lit","MDRight"
1,1038,103,1,0.28501,4,3,"LIFGop","joke-lit","MDLeft"
2,1399,139,1,0.116345,4,3,"RIFGop","joke-lit","MDRight"
3,4863,486,1,0.073724,4,3,"LMFG","joke-lit","MDLeft"
4,5104,510,1,-0.265276,4,3,"RMFG","joke-lit","MDRight"
5,888,88,1,0.673214,4,3,"LMFGorb","joke-lit","MDLeft"
6,1015,101,1,-0.022763,4,3,"RMFGorb","joke-lit","MDRight"
7,3526,352,1,0.082053,4,3,"LPrecG","joke-lit","MDLeft"
8,3381,338,1,-0.041916,4,3,"RPrecG","joke-lit","MDRight"
9,1858,185,1,0.214104,4,3,"LInsula","joke-lit","MDLeft"
10,1770,177,1,0.063421,4,3,"RInsula","joke-lit","MDRight"
11,2147,214,1,0.196506,4,3,"LSMA","joke-lit","MDLeft"
12,2371,237,1,0.214736,4,3,"RSMA","joke-lit","MDRight"
13,2447,244,1,-0.039149,4,3,"LParInf","joke-lit","MDLeft"
14,1345,134,1,-0.054816,4,3,"RParInf","joke-lit","MDRight"
15,2065,206,1,-0.018667,4,3,"LParSup","joke-lit","MDLeft"
16,2222,222,1,-0.15648,4,3,"RParSup","joke-lit","MDRight"
17,1615,161,1,0.114307,4,3,"LACC","joke-lit","MDLeft"
18,1958,195,1,0.065448,4,3,"RACC","joke-lit","MDRight"
1,1038,103,1,1.325206,5,1,"LIFGop","joke","MDLeft"
2,1399,139,1,0.389872,5,1,"RIFGop","joke","MDRight"
3,4863,486,1,0.892592,5,1,"LMFG","joke","MDLeft"
4,5104,510,1,0.501635,5,1,"RMFG","joke","MDRight"
5,888,88,1,0.438359,5,1,"LMFGorb","joke","MDLeft"
6,1015,101,1,0.748582,5,1,"RMFGorb","joke","MDRight"
7,3526,352,1,1.834762,5,1,"LPrecG","joke","MDLeft"
8,3381,338,1,0.724404,5,1,"RPrecG","joke","MDRight"
9,1858,185,1,0.719788,5,1,"LInsula","joke","MDLeft"
10,1770,177,1,0.680284,5,1,"RInsula","joke","MDRight"
11,2147,214,1,1.424956,5,1,"LSMA","joke","MDLeft"
12,2371,237,1,1.126949,5,1,"RSMA","joke","MDRight"
13,2447,244,1,0.712619,5,1,"LParInf","joke","MDLeft"
14,1345,134,1,0.379478,5,1,"RParInf","joke","MDRight"
15,2065,206,1,1.249153,5,1,"LParSup","joke","MDLeft"
16,2222,222,1,1.312161,5,1,"RParSup","joke","MDRight"
17,1615,161,1,1.086402,5,1,"LACC","joke","MDLeft"
18,1958,195,1,1.104537,5,1,"RACC","joke","MDRight"
1,1038,103,1,0.812346,5,2,"LIFGop","lit","MDLeft"
2,1399,139,1,0.18198,5,2,"RIFGop","lit","MDRight"
3,4863,486,1,0.485801,5,2,"LMFG","lit","MDLeft"
4,5104,510,1,0.414271,5,2,"RMFG","lit","MDRight"
5,888,88,1,0.308135,5,2,"LMFGorb","lit","MDLeft"
6,1015,101,1,0.889201,5,2,"RMFGorb","lit","MDRight"
7,3526,352,1,1.598848,5,2,"LPrecG","lit","MDLeft"
8,3381,338,1,0.60004,5,2,"RPrecG","lit","MDRight"
9,1858,185,1,0.542901,5,2,"LInsula","lit","MDLeft"
10,1770,177,1,0.555754,5,2,"RInsula","lit","MDRight"
11,2147,214,1,1.228079,5,2,"LSMA","lit","MDLeft"
12,2371,237,1,1.066084,5,2,"RSMA","lit","MDRight"
13,2447,244,1,0.47336,5,2,"LParInf","lit","MDLeft"
14,1345,134,1,0.030799,5,2,"RParInf","lit","MDRight"
15,2065,206,1,1.236079,5,2,"LParSup","lit","MDLeft"
16,2222,222,1,1.340123,5,2,"RParSup","lit","MDRight"
17,1615,161,1,0.842906,5,2,"LACC","lit","MDLeft"
18,1958,195,1,0.921649,5,2,"RACC","lit","MDRight"
1,1038,103,1,0.51286,5,3,"LIFGop","joke-lit","MDLeft"
2,1399,139,1,0.207892,5,3,"RIFGop","joke-lit","MDRight"
3,4863,486,1,0.406792,5,3,"LMFG","joke-lit","MDLeft"
4,5104,510,1,0.087365,5,3,"RMFG","joke-lit","MDRight"
5,888,88,1,0.130224,5,3,"LMFGorb","joke-lit","MDLeft"
6,1015,101,1,-0.140618,5,3,"RMFGorb","joke-lit","MDRight"
7,3526,352,1,0.235914,5,3,"LPrecG","joke-lit","MDLeft"
8,3381,338,1,0.124364,5,3,"RPrecG","joke-lit","MDRight"
9,1858,185,1,0.176887,5,3,"LInsula","joke-lit","MDLeft"
10,1770,177,1,0.124529,5,3,"RInsula","joke-lit","MDRight"
11,2147,214,1,0.196876,5,3,"LSMA","joke-lit","MDLeft"
12,2371,237,1,0.060865,5,3,"RSMA","joke-lit","MDRight"
13,2447,244,1,0.239259,5,3,"LParInf","joke-lit","MDLeft"
14,1345,134,1,0.348679,5,3,"RParInf","joke-lit","MDRight"
15,2065,206,1,0.013074,5,3,"LParSup","joke-lit","MDLeft"
16,2222,222,1,-0.027962,5,3,"RParSup","joke-lit","MDRight"
17,1615,161,1,0.243496,5,3,"LACC","joke-lit","MDLeft"
18,1958,195,1,0.182888,5,3,"RACC","joke-lit","MDRight"
1,1038,103,1,1.170779,6,1,"LIFGop","joke","MDLeft"
2,1399,139,1,0.382809,6,1,"RIFGop","joke","MDRight"
3,4863,486,1,0.481105,6,1,"LMFG","joke","MDLeft"
4,5104,510,1,0.488662,6,1,"RMFG","joke","MDRight"
5,888,88,1,0.030799,6,1,"LMFGorb","joke","MDLeft"
6,1015,101,1,-0.053863,6,1,"RMFGorb","joke","MDRight"
7,3526,352,1,1.673868,6,1,"LPrecG","joke","MDLeft"
8,3381,338,1,0.779975,6,1,"RPrecG","joke","MDRight"
9,1858,185,1,0.855334,6,1,"LInsula","joke","MDLeft"
10,1770,177,1,0.547275,6,1,"RInsula","joke","MDRight"
11,2147,214,1,1.616544,6,1,"LSMA","joke","MDLeft"
12,2371,237,1,1.044903,6,1,"RSMA","joke","MDRight"
13,2447,244,1,0.227622,6,1,"LParInf","joke","MDLeft"
14,1345,134,1,0.456825,6,1,"RParInf","joke","MDRight"
15,2065,206,1,0.852862,6,1,"LParSup","joke","MDLeft"
16,2222,222,1,0.501658,6,1,"RParSup","joke","MDRight"
17,1615,161,1,1.066138,6,1,"LACC","joke","MDLeft"
18,1958,195,1,0.308955,6,1,"RACC","joke","MDRight"
1,1038,103,1,1.103316,6,2,"LIFGop","lit","MDLeft"
2,1399,139,1,0.114964,6,2,"RIFGop","lit","MDRight"
3,4863,486,1,0.322543,6,2,"LMFG","lit","MDLeft"
4,5104,510,1,0.265123,6,2,"RMFG","lit","MDRight"
5,888,88,1,0.022608,6,2,"LMFGorb","lit","MDLeft"
6,1015,101,1,-0.069821,6,2,"RMFGorb","lit","MDRight"
7,3526,352,1,1.556733,6,2,"LPrecG","lit","MDLeft"
8,3381,338,1,0.621819,6,2,"RPrecG","lit","MDRight"
9,1858,185,1,0.728242,6,2,"LInsula","lit","MDLeft"
10,1770,177,1,0.584252,6,2,"RInsula","lit","MDRight"
11,2147,214,1,1.405693,6,2,"LSMA","lit","MDLeft"
12,2371,237,1,0.935938,6,2,"RSMA","lit","MDRight"
13,2447,244,1,-0.022827,6,2,"LParInf","lit","MDLeft"
14,1345,134,1,0.106289,6,2,"RParInf","lit","MDRight"
15,2065,206,1,0.630294,6,2,"LParSup","lit","MDLeft"
16,2222,222,1,0.155495,6,2,"RParSup","lit","MDRight"
17,1615,161,1,0.730499,6,2,"LACC","lit","MDLeft"
18,1958,195,1,0.110742,6,2,"RACC","lit","MDRight"
1,1038,103,1,0.067464,6,3,"LIFGop","joke-lit","MDLeft"
2,1399,139,1,0.267845,6,3,"RIFGop","joke-lit","MDRight"
3,4863,486,1,0.158562,6,3,"LMFG","joke-lit","MDLeft"
4,5104,510,1,0.223539,6,3,"RMFG","joke-lit","MDRight"
5,888,88,1,0.008192,6,3,"LMFGorb","joke-lit","MDLeft"
6,1015,101,1,0.015958,6,3,"RMFGorb","joke-lit","MDRight"
7,3526,352,1,0.117135,6,3,"LPrecG","joke-lit","MDLeft"
8,3381,338,1,0.158156,6,3,"RPrecG","joke-lit","MDRight"
9,1858,185,1,0.127091,6,3,"LInsula","joke-lit","MDLeft"
10,1770,177,1,-0.036977,6,3,"RInsula","joke-lit","MDRight"
11,2147,214,1,0.21085,6,3,"LSMA","joke-lit","MDLeft"
12,2371,237,1,0.108965,6,3,"RSMA","joke-lit","MDRight"
13,2447,244,1,0.250449,6,3,"LParInf","joke-lit","MDLeft"
14,1345,134,1,0.350535,6,3,"RParInf","joke-lit","MDRight"
15,2065,206,1,0.222568,6,3,"LParSup","joke-lit","MDLeft"
16,2222,222,1,0.346164,6,3,"RParSup","joke-lit","MDRight"
17,1615,161,1,0.335639,6,3,"LACC","joke-lit","MDLeft"
18,1958,195,1,0.198213,6,3,"RACC","joke-lit","MDRight"
1,1038,103,1,0.580833,7,1,"LIFGop","joke","MDLeft"
2,1399,139,1,0.258384,7,1,"RIFGop","joke","MDRight"
3,4863,486,1,-0.19582,7,1,"LMFG","joke","MDLeft"
4,5104,510,1,-0.440872,7,1,"RMFG","joke","MDRight"
5,888,88,1,-0.096531,7,1,"LMFGorb","joke","MDLeft"
6,1015,101,1,0.434992,7,1,"RMFGorb","joke","MDRight"
7,3526,352,1,0.99253,7,1,"LPrecG","joke","MDLeft"
8,3381,338,1,0.082684,7,1,"RPrecG","joke","MDRight"
9,1858,185,1,0.275911,7,1,"LInsula","joke","MDLeft"
10,1770,177,1,0.120557,7,1,"RInsula","joke","MDRight"
11,2147,214,1,0.205075,7,1,"LSMA","joke","MDLeft"
12,2371,237,1,0.141028,7,1,"RSMA","joke","MDRight"
13,2447,244,1,0.093153,7,1,"LParInf","joke","MDLeft"
14,1345,134,1,-0.339044,7,1,"RParInf","joke","MDRight"
15,2065,206,1,0.123159,7,1,"LParSup","joke","MDLeft"
16,2222,222,1,-0.18768,7,1,"RParSup","joke","MDRight"
17,1615,161,1,-0.605033,7,1,"LACC","joke","MDLeft"
18,1958,195,1,-0.460071,7,1,"RACC","joke","MDRight"
1,1038,103,1,0.770974,7,2,"LIFGop","lit","MDLeft"
2,1399,139,1,0.590393,7,2,"RIFGop","lit","MDRight"
3,4863,486,1,0.268363,7,2,"LMFG","lit","MDLeft"
4,5104,510,1,-0.136426,7,2,"RMFG","lit","MDRight"
5,888,88,1,0.455895,7,2,"LMFGorb","lit","MDLeft"
6,1015,101,1,0.638886,7,2,"RMFGorb","lit","MDRight"
7,3526,352,1,0.957716,7,2,"LPrecG","lit","MDLeft"
8,3381,338,1,0.031192,7,2,"RPrecG","lit","MDRight"
9,1858,185,1,0.428395,7,2,"LInsula","lit","MDLeft"
10,1770,177,1,0.372704,7,2,"RInsula","lit","MDRight"
11,2147,214,1,0.270545,7,2,"LSMA","lit","MDLeft"
12,2371,237,1,0.313829,7,2,"RSMA","lit","MDRight"
13,2447,244,1,0.045986,7,2,"LParInf","lit","MDLeft"
14,1345,134,1,-0.376169,7,2,"RParInf","lit","MDRight"
15,2065,206,1,0.107178,7,2,"LParSup","lit","MDLeft"
16,2222,222,1,-0.148655,7,2,"RParSup","lit","MDRight"
17,1615,161,1,-0.100937,7,2,"LACC","lit","MDLeft"
18,1958,195,1,-0.110876,7,2,"RACC","lit","MDRight"
1,1038,103,1,-0.190142,7,3,"LIFGop","joke-lit","MDLeft"
2,1399,139,1,-0.33201,7,3,"RIFGop","joke-lit","MDRight"
3,4863,486,1,-0.464183,7,3,"LMFG","joke-lit","MDLeft"
4,5104,510,1,-0.304446,7,3,"RMFG","joke-lit","MDRight"
5,888,88,1,-0.552426,7,3,"LMFGorb","joke-lit","MDLeft"
6,1015,101,1,-0.203894,7,3,"RMFGorb","joke-lit","MDRight"
7,3526,352,1,0.034814,7,3,"LPrecG","joke-lit","MDLeft"
8,3381,338,1,0.051493,7,3,"RPrecG","joke-lit","MDRight"
9,1858,185,1,-0.152484,7,3,"LInsula","joke-lit","MDLeft"
10,1770,177,1,-0.252147,7,3,"RInsula","joke-lit","MDRight"
11,2147,214,1,-0.06547,7,3,"LSMA","joke-lit","MDLeft"
12,2371,237,1,-0.172801,7,3,"RSMA","joke-lit","MDRight"
13,2447,244,1,0.047168,7,3,"LParInf","joke-lit","MDLeft"
14,1345,134,1,0.037125,7,3,"RParInf","joke-lit","MDRight"
15,2065,206,1,0.01598,7,3,"LParSup","joke-lit","MDLeft"
16,2222,222,1,-0.039025,7,3,"RParSup","joke-lit","MDRight"
17,1615,161,1,-0.504097,7,3,"LACC","joke-lit","MDLeft"
18,1958,195,1,-0.349195,7,3,"RACC","joke-lit","MDRight"
1,1038,103,1,1.392936,8,1,"LIFGop","joke","MDLeft"
2,1399,139,1,0.857196,8,1,"RIFGop","joke","MDRight"
3,4863,486,1,0.303978,8,1,"LMFG","joke","MDLeft"
4,5104,510,1,0.215748,8,1,"RMFG","joke","MDRight"
5,888,88,1,0.035891,8,1,"LMFGorb","joke","MDLeft"
6,1015,101,1,-0.01469,8,1,"RMFGorb","joke","MDRight"
7,3526,352,1,1.073719,8,1,"LPrecG","joke","MDLeft"
8,3381,338,1,0.250697,8,1,"RPrecG","joke","MDRight"
9,1858,185,1,0.602529,8,1,"LInsula","joke","MDLeft"
10,1770,177,1,0.347761,8,1,"RInsula","joke","MDRight"
11,2147,214,1,1.392773,8,1,"LSMA","joke","MDLeft"
12,2371,237,1,1.135148,8,1,"RSMA","joke","MDRight"
13,2447,244,1,0.536395,8,1,"LParInf","joke","MDLeft"
14,1345,134,1,-0.134432,8,1,"RParInf","joke","MDRight"
15,2065,206,1,0.21996,8,1,"LParSup","joke","MDLeft"
16,2222,222,1,-0.030344,8,1,"RParSup","joke","MDRight"
17,1615,161,1,0.385891,8,1,"LACC","joke","MDLeft"
18,1958,195,1,0.366819,8,1,"RACC","joke","MDRight"
1,1038,103,1,1.267998,8,2,"LIFGop","lit","MDLeft"
2,1399,139,1,1.139553,8,2,"RIFGop","lit","MDRight"
3,4863,486,1,-0.00519,8,2,"LMFG","lit","MDLeft"
4,5104,510,1,-0.054828,8,2,"RMFG","lit","MDRight"
5,888,88,1,-0.084108,8,2,"LMFGorb","lit","MDLeft"
6,1015,101,1,0.128293,8,2,"RMFGorb","lit","MDRight"
7,3526,352,1,1.068117,8,2,"LPrecG","lit","MDLeft"
8,3381,338,1,0.159279,8,2,"RPrecG","lit","MDRight"
9,1858,185,1,0.379101,8,2,"LInsula","lit","MDLeft"
10,1770,177,1,0.314125,8,2,"RInsula","lit","MDRight"
11,2147,214,1,1.236329,8,2,"LSMA","lit","MDLeft"
12,2371,237,1,1.07267,8,2,"RSMA","lit","MDRight"
13,2447,244,1,0.353889,8,2,"LParInf","lit","MDLeft"
14,1345,134,1,-0.489262,8,2,"RParInf","lit","MDRight"
15,2065,206,1,0.039867,8,2,"LParSup","lit","MDLeft"
16,2222,222,1,-0.010602,8,2,"RParSup","lit","MDRight"
17,1615,161,1,0.176789,8,2,"LACC","lit","MDLeft"
18,1958,195,1,0.230423,8,2,"RACC","lit","MDRight"
1,1038,103,1,0.124938,8,3,"LIFGop","joke-lit","MDLeft"
2,1399,139,1,-0.282356,8,3,"RIFGop","joke-lit","MDRight"
3,4863,486,1,0.309168,8,3,"LMFG","joke-lit","MDLeft"
4,5104,510,1,0.270575,8,3,"RMFG","joke-lit","MDRight"
5,888,88,1,0.119999,8,3,"LMFGorb","joke-lit","MDLeft"
6,1015,101,1,-0.142983,8,3,"RMFGorb","joke-lit","MDRight"
7,3526,352,1,0.005602,8,3,"LPrecG","joke-lit","MDLeft"
8,3381,338,1,0.091419,8,3,"RPrecG","joke-lit","MDRight"
9,1858,185,1,0.223428,8,3,"LInsula","joke-lit","MDLeft"
10,1770,177,1,0.033636,8,3,"RInsula","joke-lit","MDRight"
11,2147,214,1,0.156445,8,3,"LSMA","joke-lit","MDLeft"
12,2371,237,1,0.062478,8,3,"RSMA","joke-lit","MDRight"
13,2447,244,1,0.182507,8,3,"LParInf","joke-lit","MDLeft"
14,1345,134,1,0.35483,8,3,"RParInf","joke-lit","MDRight"
15,2065,206,1,0.180093,8,3,"LParSup","joke-lit","MDLeft"
16,2222,222,1,-0.019742,8,3,"RParSup","joke-lit","MDRight"
17,1615,161,1,0.209103,8,3,"LACC","joke-lit","MDLeft"
18,1958,195,1,0.136397,8,3,"RACC","joke-lit","MDRight"
1,1038,103,1,0.159034,9,1,"LIFGop","joke","MDLeft"
2,1399,139,1,0.05391,9,1,"RIFGop","joke","MDRight"
3,4863,486,1,0.44876,9,1,"LMFG","joke","MDLeft"
4,5104,510,1,-0.004318,9,1,"RMFG","joke","MDRight"
5,888,88,1,0.172779,9,1,"LMFGorb","joke","MDLeft"
6,1015,101,1,-0.203469,9,1,"RMFGorb","joke","MDRight"
7,3526,352,1,0.287246,9,1,"LPrecG","joke","MDLeft"
8,3381,338,1,0.00535,9,1,"RPrecG","joke","MDRight"
9,1858,185,1,0.302298,9,1,"LInsula","joke","MDLeft"
10,1770,177,1,0.081801,9,1,"RInsula","joke","MDRight"
11,2147,214,1,1.099522,9,1,"LSMA","joke","MDLeft"
12,2371,237,1,0.663131,9,1,"RSMA","joke","MDRight"
13,2447,244,1,0.330382,9,1,"LParInf","joke","MDLeft"
14,1345,134,1,0.298631,9,1,"RParInf","joke","MDRight"
15,2065,206,1,0.013202,9,1,"LParSup","joke","MDLeft"
16,2222,222,1,-0.037398,9,1,"RParSup","joke","MDRight"
17,1615,161,1,0.176997,9,1,"LACC","joke","MDLeft"
18,1958,195,1,0.479716,9,1,"RACC","joke","MDRight"
1,1038,103,1,0.03621,9,2,"LIFGop","lit","MDLeft"
2,1399,139,1,0.034661,9,2,"RIFGop","lit","MDRight"
3,4863,486,1,0.249949,9,2,"LMFG","lit","MDLeft"
4,5104,510,1,-0.13327,9,2,"RMFG","lit","MDRight"
5,888,88,1,-0.24414,9,2,"LMFGorb","lit","MDLeft"
6,1015,101,1,-0.544662,9,2,"RMFGorb","lit","MDRight"
7,3526,352,1,0.213412,9,2,"LPrecG","lit","MDLeft"
8,3381,338,1,-0.017832,9,2,"RPrecG","lit","MDRight"
9,1858,185,1,0.193959,9,2,"LInsula","lit","MDLeft"
10,1770,177,1,0.012248,9,2,"RInsula","lit","MDRight"
11,2147,214,1,0.697447,9,2,"LSMA","lit","MDLeft"
12,2371,237,1,0.504411,9,2,"RSMA","lit","MDRight"
13,2447,244,1,0.221836,9,2,"LParInf","lit","MDLeft"
14,1345,134,1,0.245159,9,2,"RParInf","lit","MDRight"
15,2065,206,1,-0.080365,9,2,"LParSup","lit","MDLeft"
16,2222,222,1,-0.089653,9,2,"RParSup","lit","MDRight"
17,1615,161,1,0.02798,9,2,"LACC","lit","MDLeft"
18,1958,195,1,0.38386,9,2,"RACC","lit","MDRight"
1,1038,103,1,0.122824,9,3,"LIFGop","joke-lit","MDLeft"
2,1399,139,1,0.019248,9,3,"RIFGop","joke-lit","MDRight"
3,4863,486,1,0.198811,9,3,"LMFG","joke-lit","MDLeft"
4,5104,510,1,0.128952,9,3,"RMFG","joke-lit","MDRight"
5,888,88,1,0.416919,9,3,"LMFGorb","joke-lit","MDLeft"
6,1015,101,1,0.341193,9,3,"RMFGorb","joke-lit","MDRight"
7,3526,352,1,0.073834,9,3,"LPrecG","joke-lit","MDLeft"
8,3381,338,1,0.023182,9,3,"RPrecG","joke-lit","MDRight"
9,1858,185,1,0.108339,9,3,"LInsula","joke-lit","MDLeft"
10,1770,177,1,0.069553,9,3,"RInsula","joke-lit","MDRight"
11,2147,214,1,0.402075,9,3,"LSMA","joke-lit","MDLeft"
12,2371,237,1,0.15872,9,3,"RSMA","joke-lit","MDRight"
13,2447,244,1,0.108546,9,3,"LParInf","joke-lit","MDLeft"
14,1345,134,1,0.053472,9,3,"RParInf","joke-lit","MDRight"
15,2065,206,1,0.093567,9,3,"LParSup","joke-lit","MDLeft"
16,2222,222,1,0.052254,9,3,"RParSup","joke-lit","MDRight"
17,1615,161,1,0.149017,9,3,"LACC","joke-lit","MDLeft"
18,1958,195,1,0.095855,9,3,"RACC","joke-lit","MDRight"
1,1038,103,1,1.012798,10,1,"LIFGop","joke","MDLeft"
2,1399,139,1,1.383327,10,1,"RIFGop","joke","MDRight"
3,4863,486,1,-0.045433,10,1,"LMFG","joke","MDLeft"
4,5104,510,1,0.188268,10,1,"RMFG","joke","MDRight"
5,888,88,1,0.019488,10,1,"LMFGorb","joke","MDLeft"
6,1015,101,1,0.487659,10,1,"RMFGorb","joke","MDRight"
7,3526,352,1,1.753886,10,1,"LPrecG","joke","MDLeft"
8,3381,338,1,1.045766,10,1,"RPrecG","joke","MDRight"
9,1858,185,1,0.589891,10,1,"LInsula","joke","MDLeft"
10,1770,177,1,0.243973,10,1,"RInsula","joke","MDRight"
11,2147,214,1,2.188535,10,1,"LSMA","joke","MDLeft"
12,2371,237,1,1.081724,10,1,"RSMA","joke","MDRight"
13,2447,244,1,1.087565,10,1,"LParInf","joke","MDLeft"
14,1345,134,1,0.265761,10,1,"RParInf","joke","MDRight"
15,2065,206,1,0.67638,10,1,"LParSup","joke","MDLeft"
16,2222,222,1,0.782487,10,1,"RParSup","joke","MDRight"
17,1615,161,1,-0.290323,10,1,"LACC","joke","MDLeft"
18,1958,195,1,0.208021,10,1,"RACC","joke","MDRight"
1,1038,103,1,0.959828,10,2,"LIFGop","lit","MDLeft"
2,1399,139,1,1.33769,10,2,"RIFGop","lit","MDRight"
3,4863,486,1,-0.691701,10,2,"LMFG","lit","MDLeft"
4,5104,510,1,0.088356,10,2,"RMFG","lit","MDRight"
5,888,88,1,-0.276568,10,2,"LMFGorb","lit","MDLeft"
6,1015,101,1,0.509087,10,2,"RMFGorb","lit","MDRight"
7,3526,352,1,1.695804,10,2,"LPrecG","lit","MDLeft"
8,3381,338,1,0.847749,10,2,"RPrecG","lit","MDRight"
9,1858,185,1,0.316126,10,2,"LInsula","lit","MDLeft"
10,1770,177,1,0.087849,10,2,"RInsula","lit","MDRight"
11,2147,214,1,1.869677,10,2,"LSMA","lit","MDLeft"
12,2371,237,1,0.972089,10,2,"RSMA","lit","MDRight"
13,2447,244,1,0.772367,10,2,"LParInf","lit","MDLeft"
14,1345,134,1,0.204214,10,2,"RParInf","lit","MDRight"
15,2065,206,1,0.557222,10,2,"LParSup","lit","MDLeft"
16,2222,222,1,0.713124,10,2,"RParSup","lit","MDRight"
17,1615,161,1,-0.578234,10,2,"LACC","lit","MDLeft"
18,1958,195,1,0.006561,10,2,"RACC","lit","MDRight"
1,1038,103,1,0.05297,10,3,"LIFGop","joke-lit","MDLeft"
2,1399,139,1,0.045638,10,3,"RIFGop","joke-lit","MDRight"
3,4863,486,1,0.646268,10,3,"LMFG","joke-lit","MDLeft"
4,5104,510,1,0.099912,10,3,"RMFG","joke-lit","MDRight"
5,888,88,1,0.296056,10,3,"LMFGorb","joke-lit","MDLeft"
6,1015,101,1,-0.021428,10,3,"RMFGorb","joke-lit","MDRight"
7,3526,352,1,0.058082,10,3,"LPrecG","joke-lit","MDLeft"
8,3381,338,1,0.198017,10,3,"RPrecG","joke-lit","MDRight"
9,1858,185,1,0.273765,10,3,"LInsula","joke-lit","MDLeft"
10,1770,177,1,0.156125,10,3,"RInsula","joke-lit","MDRight"
11,2147,214,1,0.318858,10,3,"LSMA","joke-lit","MDLeft"
12,2371,237,1,0.109635,10,3,"RSMA","joke-lit","MDRight"
13,2447,244,1,0.315198,10,3,"LParInf","joke-lit","MDLeft"
14,1345,134,1,0.061547,10,3,"RParInf","joke-lit","MDRight"
15,2065,206,1,0.119159,10,3,"LParSup","joke-lit","MDLeft"
16,2222,222,1,0.069363,10,3,"RParSup","joke-lit","MDRight"
17,1615,161,1,0.287911,10,3,"LACC","joke-lit","MDLeft"
18,1958,195,1,0.201461,10,3,"RACC","joke-lit","MDRight"
1,1038,103,1,0.47737,11,1,"LIFGop","joke","MDLeft"
2,1399,139,1,0.414269,11,1,"RIFGop","joke","MDRight"
3,4863,486,1,0.685179,11,1,"LMFG","joke","MDLeft"
4,5104,510,1,0.191951,11,1,"RMFG","joke","MDRight"
5,888,88,1,1.769775,11,1,"LMFGorb","joke","MDLeft"
