"Group","ROIName","ROI","SubjectNumber","contrastName","sigChange"
"ToM","LTPJ",2,9,"joke",0.984225
"ToM","MM PFC",3,9,"joke",0.810545
"ToM","PC",4,9,"joke",0.093261
"ToM","RTPJ",5,9,"joke",0.205047
"ToM","RSTS",7,9,"joke",0.375749
"ToM","DM PFC",1,9,"lit",0.71627
"ToM","LTPJ",2,9,"lit",0.839436
"ToM","MM PFC",3,9,"lit",0.481139
"ToM","PC",4,9,"lit",0.02391
"ToM","RTPJ",5,9,"lit",0.155794
"ToM","RSTS",7,9,"lit",0.271557
"ToM","DM PFC",1,9,"joke-lit",0.361709
"ToM","LTPJ",2,9,"joke-lit",0.14479
"ToM","MM PFC",3,9,"joke-lit",0.329406
"ToM","PC",4,9,"joke-lit",0.069351
"ToM","RTPJ",5,9,"joke-lit",0.049253
"ToM","RSTS",7,9,"joke-lit",0.104192
"ToM","DM PFC",1,10,"joke",0.932409
"ToM","LTPJ",2,10,"joke",0.388853
"ToM","MM PFC",3,10,"joke",-0.113281
"ToM","PC",4,10,"joke",-0.063321
"ToM","RTPJ",5,10,"joke",0.272312
"ToM","RSTS",7,10,"joke",0.382059
"ToM","DM PFC",1,10,"lit",0.160284
"ToM","LTPJ",2,10,"lit",0.236965
"ToM","MM PFC",3,10,"lit",-0.836877
"ToM","PC",4,10,"lit",-0.249133
"ToM","RTPJ",5,10,"lit",-0.041346
"ToM","RSTS",7,10,"lit",0.191917
"ToM","DM PFC",1,10,"joke-lit",0.772126
"ToM","LTPJ",2,10,"joke-lit",0.151888
"ToM","MM PFC",3,10,"joke-lit",0.723595
"ToM","PC",4,10,"joke-lit",0.185812
"ToM","RTPJ",5,10,"joke-lit",0.313658
"ToM","RSTS",7,10,"joke-lit",0.190141
"ToM","DM PFC",1,11,"joke",0.722196
"ToM","LTPJ",2,11,"joke",0.506996
"ToM","MM PFC",3,11,"joke",-0.375537
"ToM","PC",4,11,"joke",-0.106568
"ToM","RTPJ",5,11,"joke",-0.229676
"ToM","RSTS",7,11,"joke",0.037038
"ToM","DM PFC",1,11,"lit",0.965552
"ToM","LTPJ",2,11,"lit",0.537506
"ToM","MM PFC",3,11,"lit",-0.877908
"ToM","PC",4,11,"lit",-0.072221
"ToM","RTPJ",5,11,"lit",-0.136788
"ToM","RSTS",7,11,"lit",0.130322
"ToM","DM PFC",1,11,"joke-lit",-0.243357
"ToM","LTPJ",2,11,"joke-lit",-0.03051
"ToM","MM PFC",3,11,"joke-lit",0.502371
"ToM","PC",4,11,"joke-lit",-0.034347
"ToM","RTPJ",5,11,"joke-lit",-0.092888
"ToM","RSTS",7,11,"joke-lit",-0.093284
"ToM","DM PFC",1,12,"joke",0.930452
"ToM","LTPJ",2,12,"joke",1.407362
"ToM","MM PFC",3,12,"joke",0.585798
"ToM","PC",4,12,"joke",0.430363
"ToM","RTPJ",5,12,"joke",1.03782
"ToM","RSTS",7,12,"joke",0.494626
"ToM","DM PFC",1,12,"lit",0.629423
"ToM","LTPJ",2,12,"lit",1.126575
"ToM","MM PFC",3,12,"lit",0.273889
"ToM","PC",4,12,"lit",0.33008
"ToM","RTPJ",5,12,"lit",0.695362
"ToM","RSTS",7,12,"lit",0.45301
"ToM","DM PFC",1,12,"joke-lit",0.30103
"ToM","LTPJ",2,12,"joke-lit",0.280787
"ToM","MM PFC",3,12,"joke-lit",0.31191
"ToM","PC",4,12,"joke-lit",0.100283
"ToM","RTPJ",5,12,"joke-lit",0.342459
"ToM","RSTS",7,12,"joke-lit",0.041616
"ToMCustom","DM PFC",1,1,"low",1.321377
"ToMCustom","LTPJ",2,1,"low",0.217272
"ToMCustom","MM PFC",3,1,"low",-0.413599
"ToMCustom","PC",4,1,"low",-0.21771
"ToMCustom","RTPJ",5,1,"low",-0.110854
"ToMCustom","RSTS",7,1,"low",0.098782
"ToMCustom","DM PFC",1,1,"med",1.711367
"ToMCustom","LTPJ",2,1,"med",0.225644
"ToMCustom","MM PFC",3,1,"med",-0.196834
"ToMCustom","PC",4,1,"med",-0.14368
"ToMCustom","RTPJ",5,1,"med",-0.062993
"ToMCustom","RSTS",7,1,"med",0.197758
"ToMCustom","DM PFC",1,1,"high",1.73981
"ToMCustom","LTPJ",2,1,"high",0.372734
"ToMCustom","MM PFC",3,1,"high",0.229905
"ToMCustom","PC",4,1,"high",-0.005731
"ToMCustom","RTPJ",5,1,"high",0.12674
"ToMCustom","RSTS",7,1,"high",0.385151
"ToMCustom","DM PFC",1,1,"other",0.579708
"ToMCustom","LTPJ",2,1,"other",0.400139
"ToMCustom","MM PFC",3,1,"other",-0.564674
"ToMCustom","PC",4,1,"other",-0.012312
"ToMCustom","RTPJ",5,1,"other",0.08857
"ToMCustom","RSTS",7,1,"other",0.206633
"ToMCustom","DM PFC",1,2,"low",0.635242
"ToMCustom","LTPJ",2,2,"low",0.398213
"ToMCustom","MM PFC",3,2,"low",-0.434371
"ToMCustom","PC",4,2,"low",0.052518
"ToMCustom","RTPJ",5,2,"low",0.179451
"ToMCustom","RSTS",7,2,"low",0.574956
"ToMCustom","DM PFC",1,2,"med",0.434923
"ToMCustom","LTPJ",2,2,"med",0.293441
"ToMCustom","MM PFC",3,2,"med",-0.352213
"ToMCustom","PC",4,2,"med",0.005611
"ToMCustom","RTPJ",5,2,"med",0.111887
"ToMCustom","RSTS",7,2,"med",0.495005
"ToMCustom","DM PFC",1,2,"high",0.660391
"ToMCustom","LTPJ",2,2,"high",0.524411
"ToMCustom","MM PFC",3,2,"high",0.190219
"ToMCustom","PC",4,2,"high",0.081858
"ToMCustom","RTPJ",5,2,"high",0.073861
"ToMCustom","RSTS",7,2,"high",0.576326
"ToMCustom","DM PFC",1,2,"other",0.416354
"ToMCustom","LTPJ",2,2,"other",0.754704
"ToMCustom","MM PFC",3,2,"other",-0.512734
"ToMCustom","PC",4,2,"other",-0.064311
"ToMCustom","RTPJ",5,2,"other",0.713395
"ToMCustom","RSTS",7,2,"other",0.801301
"ToMCustom","DM PFC",1,3,"low",0.410184
"ToMCustom","LTPJ",2,3,"low",-0.186857
"ToMCustom","MM PFC",3,3,"low",0.063408
"ToMCustom","PC",4,3,"low",-0.231246
"ToMCustom","RTPJ",5,3,"low",0.092667
"ToMCustom","RSTS",7,3,"low",0.063089
"ToMCustom","DM PFC",1,3,"med",0.441455
"ToMCustom","LTPJ",2,3,"med",-0.051833
"ToMCustom","MM PFC",3,3,"med",-0.020879
"ToMCustom","PC",4,3,"med",-0.056161
"ToMCustom","RTPJ",5,3,"med",0.105787
"ToMCustom","RSTS",7,3,"med",0.023449
"ToMCustom","DM PFC",1,3,"high",0.301948
"ToMCustom","LTPJ",2,3,"high",0.08715
"ToMCustom","MM PFC",3,3,"high",-0.034872
"ToMCustom","PC",4,3,"high",0.093555
"ToMCustom","RTPJ",5,3,"high",0.170793
"ToMCustom","RSTS",7,3,"high",0.09356
"ToMCustom","DM PFC",1,3,"other",-0.757201
"ToMCustom","LTPJ",2,3,"other",-0.650247
"ToMCustom","MM PFC",3,3,"other",-0.739535
"ToMCustom","PC",4,3,"other",-0.607721
"ToMCustom","RTPJ",5,3,"other",0.066658
"ToMCustom","RSTS",7,3,"other",-0.081124
"ToMCustom","DM PFC",1,4,"low",-0.25925
"ToMCustom","LTPJ",2,4,"low",0.679432
"ToMCustom","MM PFC",3,4,"low",0.252735
"ToMCustom","PC",4,4,"low",0.130588
"ToMCustom","RTPJ",5,4,"low",-0.062932
"ToMCustom","RSTS",7,4,"low",0.249803
"ToMCustom","DM PFC",1,4,"med",0.339267
"ToMCustom","LTPJ",2,4,"med",0.899395
"ToMCustom","MM PFC",3,4,"med",0.717865
"ToMCustom","PC",4,4,"med",0.319279
"ToMCustom","RTPJ",5,4,"med",0.135768
"ToMCustom","RSTS",7,4,"med",0.484824
"ToMCustom","DM PFC",1,4,"high",0.202012
"ToMCustom","LTPJ",2,4,"high",1.263913
"ToMCustom","MM PFC",3,4,"high",0.134862
"ToMCustom","PC",4,4,"high",0.642945
"ToMCustom","RTPJ",5,4,"high",0.464058
"ToMCustom","RSTS",7,4,"high",0.910152
"ToMCustom","DM PFC",1,4,"other",-0.714125
"ToMCustom","LTPJ",2,4,"other",1.418728
"ToMCustom","MM PFC",3,4,"other",0.064046
"ToMCustom","PC",4,4,"other",0.459654
"ToMCustom","RTPJ",5,4,"other",0.382176
"ToMCustom","RSTS",7,4,"other",0.641517
"ToMCustom","DM PFC",1,5,"low",-0.073352
"ToMCustom","LTPJ",2,5,"low",0.037929
"ToMCustom","MM PFC",3,5,"low",-0.17983
"ToMCustom","PC",4,5,"low",-0.194187
"ToMCustom","RTPJ",5,5,"low",-0.14226
"ToMCustom","RSTS",7,5,"low",0.064315
"ToMCustom","DM PFC",1,5,"med",0.178203
"ToMCustom","LTPJ",2,5,"med",0.356964
"ToMCustom","MM PFC",3,5,"med",0.051027
"ToMCustom","PC",4,5,"med",0.074221
"ToMCustom","RTPJ",5,5,"med",0.179746
"ToMCustom","RSTS",7,5,"med",0.222671
"ToMCustom","DM PFC",1,5,"high",0.244348
"ToMCustom","LTPJ",2,5,"high",0.521708
"ToMCustom","MM PFC",3,5,"high",0.257904
"ToMCustom","PC",4,5,"high",0.13106
"ToMCustom","RTPJ",5,5,"high",0.265229
"ToMCustom","RSTS",7,5,"high",0.282673
"ToMCustom","DM PFC",1,5,"other",0.261874
"ToMCustom","LTPJ",2,5,"other",0.242802
"ToMCustom","MM PFC",3,5,"other",-0.064655
"ToMCustom","PC",4,5,"other",-0.077173
"ToMCustom","RTPJ",5,5,"other",0.211031
"ToMCustom","RSTS",7,5,"other",0.146536
"ToMCustom","DM PFC",1,6,"low",0.793488
"ToMCustom","LTPJ",2,6,"low",0.382982
"ToMCustom","MM PFC",3,6,"low",-0.438391
"ToMCustom","PC",4,6,"low",-0.335013
"ToMCustom","RTPJ",5,6,"low",-0.077599
"ToMCustom","RSTS",7,6,"low",0.183364
"ToMCustom","DM PFC",1,6,"med",0.966785
"ToMCustom","LTPJ",2,6,"med",0.510606
"ToMCustom","MM PFC",3,6,"med",0.238156
"ToMCustom","PC",4,6,"med",-0.041877
"ToMCustom","RTPJ",5,6,"med",0.153285
"ToMCustom","RSTS",7,6,"med",0.521386
"ToMCustom","DM PFC",1,6,"high",0.208243
"ToMCustom","LTPJ",2,6,"high",0.722449
"ToMCustom","MM PFC",3,6,"high",0.263892
"ToMCustom","PC",4,6,"high",-0.099958
"ToMCustom","RTPJ",5,6,"high",-0.252934
"ToMCustom","RSTS",7,6,"high",0.30113
"ToMCustom","DM PFC",1,6,"other",-0.164379
"ToMCustom","LTPJ",2,6,"other",0.229349
"ToMCustom","MM PFC",3,6,"other",-1.100214
"ToMCustom","PC",4,6,"other",-0.507395
"ToMCustom","RTPJ",5,6,"other",-0.001179
"ToMCustom","RSTS",7,6,"other",-0.064223
"ToMCustom","DM PFC",1,7,"low",-0.249265
"ToMCustom","LTPJ",2,7,"low",0.152005
"ToMCustom","MM PFC",3,7,"low",-0.314308
"ToMCustom","PC",4,7,"low",-0.468097
"ToMCustom","RTPJ",5,7,"low",-0.424252
"ToMCustom","RSTS",7,7,"low",-0.154536
"ToMCustom","DM PFC",1,7,"med",-0.342185
"ToMCustom","LTPJ",2,7,"med",0.158813
"ToMCustom","MM PFC",3,7,"med",-0.269299
"ToMCustom","PC",4,7,"med",-0.443148
"ToMCustom","RTPJ",5,7,"med",-0.384792
"ToMCustom","RSTS",7,7,"med",-0.34084
"ToMCustom","DM PFC",1,7,"high",-1.10034
"ToMCustom","LTPJ",2,7,"high",0.607559
"ToMCustom","MM PFC",3,7,"high",-0.737635
"ToMCustom","PC",4,7,"high",-0.261599
"ToMCustom","RTPJ",5,7,"high",-0.275543
"ToMCustom","RSTS",7,7,"high",-0.277173
"ToMCustom","DM PFC",1,7,"other",-0.200307
"ToMCustom","LTPJ",2,7,"other",0.776524
"ToMCustom","MM PFC",3,7,"other",-0.215017
"ToMCustom","PC",4,7,"other",0.072931
"ToMCustom","RTPJ",5,7,"other",0.072826
"ToMCustom","RSTS",7,7,"other",0.032997
"ToMCustom","DM PFC",1,8,"low",0.31839
"ToMCustom","LTPJ",2,8,"low",0.465425
"ToMCustom","MM PFC",3,8,"low",-0.322797
"ToMCustom","PC",4,8,"low",0.049482
"ToMCustom","RTPJ",5,8,"low",-0.287301
"ToMCustom","RSTS",7,8,"low",0.06776
"ToMCustom","DM PFC",1,8,"med",0.316723
"ToMCustom","LTPJ",2,8,"med",0.344766
"ToMCustom","MM PFC",3,8,"med",-0.152934
"ToMCustom","PC",4,8,"med",0.097039
"ToMCustom","RTPJ",5,8,"med",-0.132652
"ToMCustom","RSTS",7,8,"med",0.125451
"ToMCustom","DM PFC",1,8,"high",0.800445
"ToMCustom","LTPJ",2,8,"high",0.841694
"ToMCustom","MM PFC",3,8,"high",0.087571
"ToMCustom","PC",4,8,"high",0.37461
"ToMCustom","RTPJ",5,8,"high",0.321608
"ToMCustom","RSTS",7,8,"high",0.36331
"ToMCustom","DM PFC",1,8,"other",0.095017
"ToMCustom","LTPJ",2,8,"other",0.316229
"ToMCustom","MM PFC",3,8,"other",-0.394614
"ToMCustom","PC",4,8,"other",0.02984
"ToMCustom","RTPJ",5,8,"other",-0.071129
"ToMCustom","RSTS",7,8,"other",-0.083093
"ToMCustom","DM PFC",1,9,"low",0.475061
"ToMCustom","LTPJ",2,9,"low",0.724083
"ToMCustom","MM PFC",3,9,"low",0.247298
"ToMCustom","PC",4,9,"low",-0.041483
"ToMCustom","RTPJ",5,9,"low",0.051093
"ToMCustom","RSTS",7,9,"low",0.225421
"ToMCustom","DM PFC",1,9,"med",0.866038
"ToMCustom","LTPJ",2,9,"med",0.873216
"ToMCustom","MM PFC",3,9,"med",0.747246
"ToMCustom","PC",4,9,"med",0.055194
"ToMCustom","RTPJ",5,9,"med",0.215225
"ToMCustom","RSTS",7,9,"med",0.287981
"ToMCustom","DM PFC",1,9,"high",1.146754
"ToMCustom","LTPJ",2,9,"high",1.048026
"ToMCustom","MM PFC",3,9,"high",0.805188
"ToMCustom","PC",4,9,"high",0.09813
"ToMCustom","RTPJ",5,9,"high",0.195227
"ToMCustom","RSTS",7,9,"high",0.335737
"ToMCustom","DM PFC",1,9,"other",1.351008
"ToMCustom","LTPJ",2,9,"other",1.238529
"ToMCustom","MM PFC",3,9,"other",1.284536
"ToMCustom","PC",4,9,"other",0.192288
"ToMCustom","RTPJ",5,9,"other",0.557445
"ToMCustom","RSTS",7,9,"other",0.619959
"ToMCustom","DM PFC",1,10,"low",0.089135
"ToMCustom","LTPJ",2,10,"low",0.119241
"ToMCustom","MM PFC",3,10,"low",-0.885011
"ToMCustom","PC",4,10,"low",-0.313792
"ToMCustom","RTPJ",5,10,"low",-0.075344
"ToMCustom","RSTS",7,10,"low",0.121629
"ToMCustom","DM PFC",1,10,"med",0.745156
"ToMCustom","LTPJ",2,10,"med",0.370635
"ToMCustom","MM PFC",3,10,"med",-0.505809
"ToMCustom","PC",4,10,"med",-0.120766
"ToMCustom","RTPJ",5,10,"med",-0.059418
"ToMCustom","RSTS",7,10,"med",0.257084
"ToMCustom","DM PFC",1,10,"high",0.986964
"ToMCustom","LTPJ",2,10,"high",0.477567
"ToMCustom","MM PFC",3,10,"high",-0.001838
"ToMCustom","PC",4,10,"high",-0.032879
"ToMCustom","RTPJ",5,10,"high",0.319547
"ToMCustom","RSTS",7,10,"high",0.443402
"ToMCustom","DM PFC",1,10,"other",0.026271
"ToMCustom","LTPJ",2,10,"other",0.438084
"ToMCustom","MM PFC",3,10,"other",-0.927421
"ToMCustom","PC",4,10,"other",-0.156225
"ToMCustom","RTPJ",5,10,"other",0.221606
"ToMCustom","RSTS",7,10,"other",0.34676
"ToMCustom","DM PFC",1,11,"low",0.724469
"ToMCustom","LTPJ",2,11,"low",0.373916
"ToMCustom","MM PFC",3,11,"low",-1.403165
"ToMCustom","PC",4,11,"low",-0.126739
"ToMCustom","RTPJ",5,11,"low",-0.280534
"ToMCustom","RSTS",7,11,"low",-0.009242
"ToMCustom","DM PFC",1,11,"med",0.817262
"ToMCustom","LTPJ",2,11,"med",0.67353
"ToMCustom","MM PFC",3,11,"med",-0.173138
"ToMCustom","PC",4,11,"med",0.00747
"ToMCustom","RTPJ",5,11,"med",-0.038242
"ToMCustom","RSTS",7,11,"med",0.225248
"ToMCustom","DM PFC",1,11,"high",1.315279
"ToMCustom","LTPJ",2,11,"high",0.683423
"ToMCustom","MM PFC",3,11,"high",0.243824
"ToMCustom","PC",4,11,"high",-0.073204
"ToMCustom","RTPJ",5,11,"high",-0.096707
"ToMCustom","RSTS",7,11,"high",0.203098
"ToMCustom","DM PFC",1,11,"other",-0.026604
"ToMCustom","LTPJ",2,11,"other",0.189548
"ToMCustom","MM PFC",3,11,"other",-1.083262
"ToMCustom","PC",4,11,"other",-0.481684
"ToMCustom","RTPJ",5,11,"other",-0.468755
"ToMCustom","RSTS",7,11,"other",-0.304433
"ToMCustom","DM PFC",1,12,"low",0.616802
"ToMCustom","LTPJ",2,12,"low",1.052737
"ToMCustom","MM PFC",3,12,"low",0.209562
"ToMCustom","PC",4,12,"low",0.286358
"ToMCustom","RTPJ",5,12,"low",0.646527
"ToMCustom","RSTS",7,12,"low",0.450163
"ToMCustom","DM PFC",1,12,"med",1.000156
"ToMCustom","LTPJ",2,12,"med",1.545111
"ToMCustom","MM PFC",3,12,"med",0.547004
"ToMCustom","PC",4,12,"med",0.468698
"ToMCustom","RTPJ",5,12,"med",1.183587
"ToMCustom","RSTS",7,12,"med",0.523761
"ToMCustom","DM PFC",1,12,"high",0.657713
"ToMCustom","LTPJ",2,12,"high",1.070019
"ToMCustom","MM PFC",3,12,"high",0.428356
"ToMCustom","PC",4,12,"high",0.256685
"ToMCustom","RTPJ",5,12,"high",0.703451
"ToMCustom","RSTS",7,12,"high",0.390567
"ToMCustom","DM PFC",1,12,"other",1.38488
"ToMCustom","LTPJ",2,12,"other",1.547799
"ToMCustom","MM PFC",3,12,"other",1.38582
"ToMCustom","PC",4,12,"other",0.917019
"ToMCustom","RTPJ",5,12,"other",1.20461
"ToMCustom","RSTS",7,12,"other",0.653959
"ToMCustom","LocalizerAverage",0,1,"high",0.474768166666667
"ToMCustom","LocalizerAverage",0,2,"high",0.351177666666667
"ToMCustom","LocalizerAverage",0,3,"high",0.118689
"ToMCustom","LocalizerAverage",0,4,"high",0.602990333333333
"ToMCustom","LocalizerAverage",0,5,"high",0.283820333333333
"ToMCustom","LocalizerAverage",0,6,"high",0.190470333333333
"ToMCustom","LocalizerAverage",0,7,"high",-0.3407885
"ToMCustom","LocalizerAverage",0,8,"high",0.464873
"ToMCustom","LocalizerAverage",0,9,"high",0.604843666666667
"ToMCustom","LocalizerAverage",0,10,"high",0.3654605
"ToMCustom","LocalizerAverage",0,11,"high",0.3792855
"ToMCustom","LocalizerAverage",0,12,"high",0.584465166666667
"LHLang","LocalizerAverage",0,1,"joke",1.230787
"MDLeft","LocalizerAverage",0,1,"joke",0.936814222222222
"MDRight","LocalizerAverage",0,1,"joke",0.824005111111111
"RHLang","LocalizerAverage",0,1,"joke",0.467828833333333
"ToM","LocalizerAverage",0,1,"joke",0.373003166666667
"LHLang","LocalizerAverage",0,2,"joke",1.1385095
"MDLeft","LocalizerAverage",0,2,"joke",0.663553666666667
"MDRight","LocalizerAverage",0,2,"joke",0.291774555555556
"RHLang","LocalizerAverage",0,2,"joke",0.547761166666667
"ToM","LocalizerAverage",0,2,"joke",0.241948833333333
"LHLang","LocalizerAverage",0,3,"joke",0.425335333333333
"MDLeft","LocalizerAverage",0,3,"joke",0.682561888888889
"MDRight","LocalizerAverage",0,3,"joke",0.809910444444444
"RHLang","LocalizerAverage",0,3,"joke",0.412673333333333
"ToM","LocalizerAverage",0,3,"joke",0.1530535
"LHLang","LocalizerAverage",0,4,"joke",1.664531
"MDLeft","LocalizerAverage",0,4,"joke",0.331110888888889
"MDRight","LocalizerAverage",0,4,"joke",-0.0434444444444444
"RHLang","LocalizerAverage",0,4,"joke",0.852081166666667
"ToM","LocalizerAverage",0,4,"joke",0.321374666666667
"LHLang","LocalizerAverage",0,5,"joke",1.18993616666667
"MDLeft","LocalizerAverage",0,5,"joke",1.07598188888889
"MDRight","LocalizerAverage",0,5,"joke",0.774211333333333
"RHLang","LocalizerAverage",0,5,"joke",0.539320166666667
"ToM","LocalizerAverage",0,5,"joke",0.1232365
"LHLang","LocalizerAverage",0,6,"joke",1.52566633333333
"MDLeft","LocalizerAverage",0,6,"joke",0.886116777777778
"MDRight","LocalizerAverage",0,6,"joke",0.495244333333333
"RHLang","LocalizerAverage",0,6,"joke",0.676984333333333
"ToM","LocalizerAverage",0,6,"joke",0.320075166666667
"LHLang","LocalizerAverage",0,7,"joke",0.71035
"MDLeft","LocalizerAverage",0,7,"joke",0.152586333333333
"MDRight","LocalizerAverage",0,7,"joke",-0.0433357777777778
"RHLang","LocalizerAverage",0,7,"joke",-0.121217666666667
"ToM","LocalizerAverage",0,7,"joke",-0.212574666666667
"LHLang","LocalizerAverage",0,8,"joke",1.15175733333333
"MDLeft","LocalizerAverage",0,8,"joke",0.660452444444444
"MDRight","LocalizerAverage",0,8,"joke",0.332655888888889
"RHLang","LocalizerAverage",0,8,"joke",0.298832833333333
"ToM","LocalizerAverage",0,8,"joke",0.121137333333333
"LHLang","LocalizerAverage",0,9,"joke",1.25822033333333
"MDLeft","LocalizerAverage",0,9,"joke",0.332246666666667
"MDRight","LocalizerAverage",0,9,"joke",0.148594888888889
"RHLang","LocalizerAverage",0,9,"joke",0.677484666666667
"ToM","LocalizerAverage",0,9,"joke",0.591134333333333
"LHLang","LocalizerAverage",0,10,"joke",1.86525333333333
"MDLeft","LocalizerAverage",0,10,"joke",0.776976333333333
"MDRight","LocalizerAverage",0,10,"joke",0.631887333333333
"RHLang","LocalizerAverage",0,10,"joke",0.820550333333333
"ToM","LocalizerAverage",0,10,"joke",0.2998385
"LHLang","LocalizerAverage",0,11,"joke",1.5122315
"MDLeft","LocalizerAverage",0,11,"joke",0.632689444444444
"MDRight","LocalizerAverage",0,11,"joke",0.174079555555556
"RHLang","LocalizerAverage",0,11,"joke",0.6596015
"ToM","LocalizerAverage",0,11,"joke",0.0924081666666667
"LHLang","LocalizerAverage",0,12,"joke",1.77658833333333
"MDLeft","LocalizerAverage",0,12,"joke",1.32689844444444
"MDRight","LocalizerAverage",0,12,"joke",0.868935555555556
"RHLang","LocalizerAverage",0,12,"joke",1.1425455
"ToM","LocalizerAverage",0,12,"joke",0.8144035
"LHLang","LocalizerAverage",0,1,"joke-lit",0.0420911666666667
"MDLeft","LocalizerAverage",0,1,"joke-lit",0.240440444444444
"MDRight","LocalizerAverage",0,1,"joke-lit",0.200012333333333
"RHLang","LocalizerAverage",0,1,"joke-lit",0.0723688333333333
"ToM","LocalizerAverage",0,1,"joke-lit",0.2133135
"LHLang","LocalizerAverage",0,2,"joke-lit",-0.194264333333333
"MDLeft","LocalizerAverage",0,2,"joke-lit",-0.00505722222222222
"MDRight","LocalizerAverage",0,2,"joke-lit",0.0228501111111111
"RHLang","LocalizerAverage",0,2,"joke-lit",-0.124442333333333
"ToM","LocalizerAverage",0,2,"joke-lit",0.0491476666666667
"LHLang","LocalizerAverage",0,3,"joke-lit",0.0987806666666667
"MDLeft","LocalizerAverage",0,3,"joke-lit",0.226801333333333
"MDRight","LocalizerAverage",0,3,"joke-lit",0.0534243333333333
"RHLang","LocalizerAverage",0,3,"joke-lit",0.0521513333333333
"ToM","LocalizerAverage",0,3,"joke-lit",0.230151833333333
"LHLang","LocalizerAverage",0,4,"joke-lit",0.3433025
"MDLeft","LocalizerAverage",0,4,"joke-lit",0.175678
"MDRight","LocalizerAverage",0,4,"joke-lit",-0.00903344444444444
"RHLang","LocalizerAverage",0,4,"joke-lit",0.210669166666667
"ToM","LocalizerAverage",0,4,"joke-lit",0.108684666666667
"LHLang","LocalizerAverage",0,5,"joke-lit",-0.0176263333333333
"MDLeft","LocalizerAverage",0,5,"joke-lit",0.239486888888889
"MDRight","LocalizerAverage",0,5,"joke-lit",0.107555777777778
"RHLang","LocalizerAverage",0,5,"joke-lit",0.0487513333333333
"ToM","LocalizerAverage",0,5,"joke-lit",0.0292528333333333
"LHLang","LocalizerAverage",0,6,"joke-lit",0.0980275
"MDLeft","LocalizerAverage",0,6,"joke-lit",0.166438888888889
"MDRight","LocalizerAverage",0,6,"joke-lit",0.181377555555556
"RHLang","LocalizerAverage",0,6,"joke-lit",0.149037166666667
"ToM","LocalizerAverage",0,6,"joke-lit",0.228981
"LHLang","LocalizerAverage",0,7,"joke-lit",-0.0572301666666667
"MDLeft","LocalizerAverage",0,7,"joke-lit",-0.203426666666667
"MDRight","LocalizerAverage",0,7,"joke-lit",-0.173877777777778
"RHLang","LocalizerAverage",0,7,"joke-lit",-0.0914221666666667
"ToM","LocalizerAverage",0,7,"joke-lit",-0.167435166666667
"LHLang","LocalizerAverage",0,8,"joke-lit",-0.0831576666666667
"MDLeft","LocalizerAverage",0,8,"joke-lit",0.167920333333333
"MDRight","LocalizerAverage",0,8,"joke-lit",0.0560282222222222
"RHLang","LocalizerAverage",0,8,"joke-lit",0.0554435
"ToM","LocalizerAverage",0,8,"joke-lit",0.1432815
"LHLang","LocalizerAverage",0,9,"joke-lit",0.290056333333333
"MDLeft","LocalizerAverage",0,9,"joke-lit",0.185992444444444
"MDRight","LocalizerAverage",0,9,"joke-lit",0.104714333333333
"RHLang","LocalizerAverage",0,9,"joke-lit",0.1222095
"ToM","LocalizerAverage",0,9,"joke-lit",0.176450166666667
"LHLang","LocalizerAverage",0,10,"joke-lit",-0.0282103333333333
"MDLeft","LocalizerAverage",0,10,"joke-lit",0.263140777777778
"MDRight","LocalizerAverage",0,10,"joke-lit",0.102252222222222
"RHLang","LocalizerAverage",0,10,"joke-lit",0.0795021666666667
"ToM","LocalizerAverage",0,10,"joke-lit",0.389536666666667
"LHLang","LocalizerAverage",0,11,"joke-lit",-0.00157183333333333
"MDLeft","LocalizerAverage",0,11,"joke-lit",-0.305669333333333
"MDRight","LocalizerAverage",0,11,"joke-lit",-0.326873
"RHLang","LocalizerAverage",0,11,"joke-lit",-0.1241825
"ToM","LocalizerAverage",0,11,"joke-lit",0.00133083333333334
"LHLang","LocalizerAverage",0,12,"joke-lit",0.00899266666666667
"MDLeft","LocalizerAverage",0,12,"joke-lit",0.271373333333333
"MDRight","LocalizerAverage",0,12,"joke-lit",0.114709888888889
"RHLang","LocalizerAverage",0,12,"joke-lit",-0.00146516666666667
"ToM","LocalizerAverage",0,12,"joke-lit",0.229680833333333
"LHLang","LocalizerAverage",0,1,"lit",1.18869566666667
"MDLeft","LocalizerAverage",0,1,"lit",0.696374
"MDRight","LocalizerAverage",0,1,"lit",0.623992666666667
"RHLang","LocalizerAverage",0,1,"lit",0.395459833333333
"ToM","LocalizerAverage",0,1,"lit",0.159689833333333
"LHLang","LocalizerAverage",0,2,"lit",1.33277366666667
"MDLeft","LocalizerAverage",0,2,"lit",0.668610666666667
"MDRight","LocalizerAverage",0,2,"lit",0.268924444444444
"RHLang","LocalizerAverage",0,2,"lit",0.672203166666667
"ToM","LocalizerAverage",0,2,"lit",0.192801
"LHLang","LocalizerAverage",0,3,"lit",0.326555
"MDLeft","LocalizerAverage",0,3,"lit",0.455760777777778
"MDRight","LocalizerAverage",0,3,"lit",0.756486111111111
"RHLang","LocalizerAverage",0,3,"lit",0.360521833333333
"ToM","LocalizerAverage",0,3,"lit",-0.0770985
"LHLang","LocalizerAverage",0,4,"lit",1.32122833333333
"MDLeft","LocalizerAverage",0,4,"lit",0.155432777777778
"MDRight","LocalizerAverage",0,4,"lit",-0.0344112222222222
