Contrast name:,Group (lit)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,0.000000,1.000000,0.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,average ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,2948,50,1.000000,0.526825,0.116491,4.522439,11.000000,0.000434,0.000869
2,1627,50,1.000000,0.668450,0.169454,3.944719,11.000000,0.001147,0.001376
3,644,50,1.000000,0.062361,0.072311,0.862403,11.000000,0.203437,0.203437
4,743,50,1.000000,0.930548,0.173005,5.378728,11.000000,0.000112,0.000336
5,462,50,1.000000,0.478563,0.110640,4.325396,11.000000,0.000602,0.000903
6,370,50,1.000000,0.906413,0.098667,9.186548,11.000000,0.000001,0.000005
