Contrast name:,Group (joke-lit)
Within-subjects contrast matrix:,c[1;1],c[1;2],c[1;3],
,0.000000,0.000000,1.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,average ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,2948,50,1.000000,0.047969,0.037212,1.289078,11.000000,0.111910,0.297311
2,1627,50,1.000000,0.050009,0.049975,1.000683,11.000000,0.169242,0.297311
3,644,50,1.000000,-0.003338,0.021491,-0.155331,11.000000,0.560313,0.560313
4,743,50,1.000000,0.012828,0.055738,0.230141,11.000000,0.411103,0.493323
5,462,50,1.000000,0.028679,0.032500,0.882438,11.000000,0.198207,0.297311
6,370,50,1.000000,0.072826,0.081029,0.898769,11.000000,0.194013,0.297311
