Contrast name:,Group (EVEN_joke-lit)
Within-subjects contrast matrix:,c[1;1],c[1;2],
,0.000000,1.000000,
Between-subjects contrast matrix:,c[1;1],
,1.000000,
Overlap threshold:,0.000000

Results
ROI#,ROI size,average localizer mask size,inter-subject overlap,h[1;1],stderr[1;1],T/F,dof,p,p-fdr
1,1885,188,1.000000,0.182335,0.110601,1.648590,11.000000,0.063734,0.092878
2,3322,332,1.000000,0.161591,0.071415,2.262714,11.000000,0.022439,0.078536
3,1525,152,1.000000,0.275967,0.116040,2.378213,11.000000,0.018308,0.078536
4,4182,418,1.000000,0.094470,0.062764,1.505157,11.000000,0.080223,0.093593
5,3419,341,1.000000,0.102778,0.061868,1.661251,11.000000,0.062434,0.092878
6,1313,131,1.000000,0.200348,0.123375,1.623891,11.000000,0.066341,0.092878
7,4051,405,1.000000,0.076623,0.065407,1.171477,11.000000,0.133079,0.133079
