Data
ROI#,ROI size,average localizer mask size,inter-subject overlap,Subject#1[1],Subject#1[2],Subject#1[3],Subject#1[4],Subject#1[5],Subject#2[1],Subject#2[2],Subject#2[3],Subject#2[4],Subject#2[5],Subject#3[1],Subject#3[2],Subject#3[3],Subject#3[4],Subject#3[5],Subject#4[1],Subject#4[2],Subject#4[3],Subject#4[4],Subject#4[5],Subject#5[1],Subject#5[2],Subject#5[3],Subject#5[4],Subject#5[5],Subject#6[1],Subject#6[2],Subject#6[3],Subject#6[4],Subject#6[5],Subject#7[1],Subject#7[2],Subject#7[3],Subject#7[4],Subject#7[5],Subject#8[1],Subject#8[2],Subject#8[3],Subject#8[4],Subject#8[5],Subject#9[1],Subject#9[2],Subject#9[3],Subject#9[4],Subject#9[5],Subject#10[1],Subject#10[2],Subject#10[3],Subject#10[4],Subject#10[5],Subject#11[1],Subject#11[2],Subject#11[3],Subject#11[4],Subject#11[5],Subject#12[1],Subject#12[2],Subject#12[3],Subject#12[4],Subject#12[5]
1,1885,188,1.000000,1.321377,1.711367,1.739810,0.579708,0.418434,0.635242,0.434923,0.660391,0.416354,0.025148,0.410184,0.441455,0.301948,-0.757201,-0.108236,-0.259250,0.339267,0.202012,-0.714125,0.461262,-0.073352,0.178203,0.244348,0.261874,0.317700,0.793488,0.966785,0.208243,-0.164379,-0.585245,-0.249265,-0.342185,-1.100340,-0.200307,-0.851075,0.318390,0.316723,0.800445,0.095017,0.482054,0.475061,0.866038,1.146754,1.351008,0.671693,0.089135,0.745156,0.986964,0.026271,0.897830,0.724469,0.817262,1.315279,-0.026604,0.590810,0.616802,1.000156,0.657713,1.384880,0.040911
2,3322,332,1.000000,0.217272,0.225644,0.372734,0.400139,0.155461,0.398213,0.293441,0.524411,0.754704,0.126198,-0.186857,-0.051833,0.087150,-0.650247,0.274006,0.679432,0.899395,1.263913,1.418728,0.584482,0.037929,0.356964,0.521708,0.242802,0.483779,0.382982,0.510606,0.722449,0.229349,0.339468,0.152005,0.158813,0.607559,0.776524,0.455554,0.465425,0.344766,0.841694,0.316229,0.376269,0.724083,0.873216,1.048026,1.238529,0.323943,0.119241,0.370635,0.477567,0.438084,0.358326,0.373916,0.673530,0.683423,0.189548,0.309507,1.052737,1.545111,1.070019,1.547799,0.017282
3,1525,152,1.000000,-0.413599,-0.196834,0.229905,-0.564674,0.643504,-0.434371,-0.352213,0.190219,-0.512734,0.624590,0.063408,-0.020879,-0.034872,-0.739535,-0.098280,0.252735,0.717865,0.134862,0.064046,-0.117873,-0.179830,0.051027,0.257904,-0.064655,0.437734,-0.438391,0.238156,0.263892,-1.100214,0.702283,-0.314308,-0.269299,-0.737635,-0.215017,-0.423327,-0.322797,-0.152934,0.087571,-0.394614,0.410367,0.247298,0.747246,0.805188,1.284536,0.557891,-0.885011,-0.505809,-0.001838,-0.927421,0.883173,-1.403165,-0.173138,0.243824,-1.083262,1.646989,0.209562,0.547004,0.428356,1.385820,0.218794
4,4182,418,1.000000,-0.217710,-0.143680,-0.005731,-0.012312,0.211978,0.052518,0.005611,0.081858,-0.064311,0.029340,-0.231246,-0.056161,0.093555,-0.607721,0.324801,0.130588,0.319279,0.642945,0.459654,0.512357,-0.194187,0.074221,0.131060,-0.077173,0.325248,-0.335013,-0.041877,-0.099958,-0.507395,0.235056,-0.468097,-0.443148,-0.261599,0.072931,0.206497,0.049482,0.097039,0.374610,0.029840,0.325128,-0.041483,0.055194,0.098130,0.192288,0.139613,-0.313792,-0.120766,-0.032879,-0.156225,0.280913,-0.126739,0.007470,-0.073204,-0.481684,0.053536,0.286358,0.468698,0.256685,0.917019,-0.029673
5,3419,341,1.000000,-0.110854,-0.062993,0.126740,0.088570,0.237595,0.179451,0.111887,0.073861,0.713395,-0.105589,0.092667,0.105787,0.170793,0.066658,0.078126,-0.062932,0.135768,0.464058,0.382176,0.526990,-0.142260,0.179746,0.265229,0.211031,0.407489,-0.077599,0.153285,-0.252934,-0.001179,-0.175335,-0.424252,-0.384792,-0.275543,0.072826,0.148708,-0.287301,-0.132652,0.321608,-0.071129,0.608909,0.051093,0.215225,0.195227,0.557445,0.144134,-0.075344,-0.059418,0.319547,0.221606,0.394890,-0.280534,-0.038242,-0.096707,-0.468755,0.183827,0.646527,1.183587,0.703451,1.204610,0.056924
6,1313,131,1.000000,0.324576,0.240698,0.349997,0.526301,0.025422,0.871599,0.440865,0.426906,0.988491,-0.444693,-0.167763,-0.138184,-0.062011,-0.717978,0.105752,0.238068,0.491668,0.081201,-0.107563,-0.156867,-0.175376,-0.028083,0.049576,-0.165489,0.224952,0.197328,0.475768,0.433038,-0.044774,0.235710,-0.246681,-0.099353,0.309560,0.354572,0.556241,0.194310,0.122824,0.321008,0.102458,0.126698,-0.134137,0.164929,-0.013349,0.177604,0.120788,-2.605527,-1.616369,-0.254374,-2.357297,2.351153,-0.641525,-0.319636,0.073870,-0.714787,0.715396,0.913586,1.229337,0.794006,1.126892,-0.119580
7,4051,405,1.000000,0.098782,0.197758,0.385151,0.206633,0.286369,0.574956,0.495005,0.576326,0.801301,0.001370,0.063089,0.023449,0.093560,-0.081124,0.030471,0.249803,0.484824,0.910152,0.641517,0.660348,0.064315,0.222671,0.282673,0.146536,0.218357,0.183364,0.521386,0.301130,-0.064223,0.117766,-0.154536,-0.340840,-0.277173,0.032997,-0.122637,0.067760,0.125451,0.363310,-0.083093,0.295550,0.225421,0.287981,0.335737,0.619959,0.110316,0.121629,0.257084,0.443402,0.346760,0.321773,-0.009242,0.225248,0.203098,-0.304433,0.212339,0.450163,0.523761,0.390567,0.653959,-0.059596

Weights
ROI#,Subject#1,Subject#2,Subject#3,Subject#4,Subject#5,Subject#6,Subject#7,Subject#8,Subject#9,Subject#10,Subject#11,Subject#12
1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
6,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
7,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000

quality control (localizer mask sizes)
Subject#,Session/Partition#,filename,ROI#1,ROI#2,ROI#3,ROI#4,ROI#5,ROI#6,ROI#7
1,1,/users/evelina9/more_evelina_files/MEGADATA.now.on.evlabfs/152_KAN_RHnonlit_01/firstlevel_ToMshort/locT_0003_percentile-ROI-level0.1.img,188,332,152,418,341,131,405
2,1,/users/evelina9/more_evelina_files/MEGADATA.now.on.evlabfs/138_KAN_RHnonlit_02/firstlevel_ToMshort/locT_0003_percentile-ROI-level0.1.img,188,332,152,418,341,131,405
3,1,/users/evelina9/more_evelina_files/MEGADATA.now.on.evlabfs/136_KAN_RHnonlit_03/firstlevel_ToMshort/locT_0003_percentile-ROI-level0.1.img,188,332,152,418,341,131,405
4,1,/users/evelina9/more_evelina_files/MEGADATA.now.on.evlabfs/194_KAN_RHnonlit_04/firstlevel_ToMshort/locT_0003_percentile-ROI-level0.1.img,188,332,152,418,341,131,405
5,1,/users/evelina9/more_evelina_files/MEGADATA.now.on.evlabfs/097_KAN_RHnonlit_05/firstlevel_ToMshort/locT_0003_percentile-ROI-level0.1.img,188,332,152,418,341,131,405
6,1,/users/evelina9/more_evelina_files/MEGADATA.now.on.evlabfs/135_KAN_RHnonlit_06/firstlevel_ToMshort/locT_0003_percentile-ROI-level0.1.img,188,332,152,418,341,131,405
7,1,/users/evelina9/more_evelina_files/MEGADATA.now.on.evlabfs/197_KAN_RHnonlit_07/firstlevel_ToMshort/locT_0003_percentile-ROI-level0.1.img,188,332,152,418,341,131,405
8,1,/users/evelina9/more_evelina_files/MEGADATA.now.on.evlabfs/198_KAN_RHnonlit_08/firstlevel_ToMshort/locT_0003_percentile-ROI-level0.1.img,188,332,152,418,341,131,405
9,1,/users/evelina9/more_evelina_files/MEGADATA.now.on.evlabfs/018_KAN_RHnonlit_09/firstlevel_ToMshort/locT_0003_percentile-ROI-level0.1.img,188,332,152,418,341,131,405
10,1,/users/evelina9/more_evelina_files/MEGADATA.now.on.evlabfs/049_KAN_RHnonlit_10/firstlevel_ToMshort/locT_0003_percentile-ROI-level0.1.img,188,332,152,418,341,131,405
11,1,/users/evelina9/more_evelina_files/MEGADATA.now.on.evlabfs/201_KAN_RHnonlit_11/firstlevel_ToMshort/locT_0003_percentile-ROI-level0.1.img,188,332,152,418,341,131,405
12,1,/users/evelina9/more_evelina_files/MEGADATA.now.on.evlabfs/175_KAN_RHnonlit_12/firstlevel_ToMshort/locT_0003_percentile-ROI-level0.1.img,188,332,152,418,341,131,405
