subj,run,item,list,category,sentence,joke ending,nonjoke ending,displayed,response,RT,question onset
Ztest,1,93,2,nonjoke,"He is probably the best boxer in the country, but he always loses in the ",city,competition,"He is probably the best boxer in the country, but he always loses in the competition.",,,
