Data
ROI#,ROI size,average localizer mask size,inter-subject overlap,Subject#1[1],Subject#1[2],Subject#2[1],Subject#2[2],Subject#3[1],Subject#3[2],Subject#4[1],Subject#4[2],Subject#5[1],Subject#5[2],Subject#6[1],Subject#6[2],Subject#7[1],Subject#7[2],Subject#8[1],Subject#8[2],Subject#9[1],Subject#9[2],Subject#10[1],Subject#10[2],Subject#11[1],Subject#11[2],Subject#12[1],Subject#12[2]
1,370,37,1.000000,-0.393437,0.362425,-0.112457,-0.007489,0.201776,-0.218157,-0.088907,1.839134,0.160579,0.118225,-0.205234,0.306614,-0.443343,-0.152233,0.110558,-0.077154,0.134792,0.236745,0.283462,-0.131422,-0.310255,0.134219,0.040042,0.250367
2,743,74,1.000000,0.107954,0.326391,-0.466809,-0.054872,0.078607,-0.063543,-0.270539,0.857795,-0.024654,-0.119832,0.215334,0.162668,-0.049695,0.001201,0.332725,-0.004378,0.080085,0.318371,0.136397,-0.058711,-0.141830,-0.120371,-0.262344,-0.204812
3,462,46,1.000000,0.048653,0.225213,-0.036714,-0.224341,0.045514,-0.323944,-0.349281,0.267842,0.240766,0.121136,0.090586,0.013644,0.067765,0.158802,0.415424,-0.295360,0.108271,0.034699,0.219220,0.019496,-0.091469,-0.352694,-0.070269,0.198528
4,1627,162,1.000000,0.014268,0.407392,-0.171191,0.058276,0.246669,0.051016,-0.211914,0.426304,0.128144,-0.230074,0.381777,0.177044,-0.252533,-0.222269,0.240784,-0.312878,0.053157,0.164244,0.051372,0.228689,-0.094543,-0.016718,-0.124687,0.044807
5,2948,294,1.000000,0.096381,0.238515,-0.129147,-0.091923,0.145112,-0.087057,-0.205769,0.557303,0.121533,-0.082804,0.248109,0.161562,-0.088593,-0.038062,0.169235,-0.029096,0.002505,0.227928,0.104675,0.213022,-0.089741,-0.282461,0.047501,0.226281
6,644,64,1.000000,-0.052908,0.100883,-0.066904,0.046832,0.100601,-0.056148,-0.326234,0.032298,0.225504,-0.073506,0.280644,-0.044302,-0.082475,0.004371,0.061492,0.053969,0.035145,0.070571,-0.035285,-0.076889,-0.016236,-0.108094,-0.170890,0.007895

Weights
ROI#,Subject#1,Subject#2,Subject#3,Subject#4,Subject#5,Subject#6,Subject#7,Subject#8,Subject#9,Subject#10,Subject#11,Subject#12
1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
6,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000

quality control (localizer mask sizes)
Subject#,Session/Partition#,filename,ROI#1,ROI#2,ROI#3,ROI#4,ROI#5,ROI#6
1,1,/mindhive/evlab/u/Shared/SUBJECTS/152_KAN_RHnonlit_01/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
2,1,/mindhive/evlab/u/Shared/SUBJECTS/138_KAN_RHnonlit_02/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
3,1,/mindhive/evlab/u/Shared/SUBJECTS/136_KAN_RHnonlit_03/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
4,1,/mindhive/evlab/u/Shared/SUBJECTS/194_KAN_RHnonlit_04/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
5,1,/mindhive/evlab/u/Shared/SUBJECTS/097_KAN_RHnonlit_05/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
6,1,/mindhive/evlab/u/Shared/SUBJECTS/135_KAN_RHnonlit_06/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
7,1,/mindhive/evlab/u/Shared/SUBJECTS/197_KAN_RHnonlit_07/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
8,1,/mindhive/evlab/u/Shared/SUBJECTS/198_KAN_RHnonlit_08/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
9,1,/mindhive/evlab/u/Shared/SUBJECTS/018_KAN_RHnonlit_09/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
10,1,/mindhive/evlab/u/Shared/SUBJECTS/049_KAN_RHnonlit_10/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
11,1,/mindhive/evlab/u/Shared/SUBJECTS/201_KAN_RHnonlit_11/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
12,1,/mindhive/evlab/u/Shared/SUBJECTS/175_KAN_RHnonlit_12/firstlevel_langlocSN/locT_0003_percentile-ROI-level0.1.img,37,74,46,162,294,64
