"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","filename","fROIs","task","ind_selection_method"
"1","370","37","1.000000","-0.128209","1","1","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"2","743","74","1.000000","-0.245889","1","1","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"3","462","46","1.000000","-0.186274","1","1","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"4","1627","162","1.000000","-0.060163","1","1","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"5","2948","294","1.000000","-0.141091","1","1","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"6","644","64","1.000000","-0.051160","1","1","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"1","370","37","1.000000","0.830028","1","2","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"2","743","74","1.000000","0.400911","1","2","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"3","462","46","1.000000","0.466812","1","2","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"4","1627","162","1.000000","0.222314","1","2","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"5","2948","294","1.000000","0.250098","1","2","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"6","644","64","1.000000","0.213051","1","2","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"1","370","37","1.000000","-0.269637","2","1","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"2","743","74","1.000000","-0.656452","2","1","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"3","462","46","1.000000","-0.392275","2","1","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
"4","1627","162","1.000000","-0.143144","2","1","SplitHalf_LangfROIsrespNonlitJokes_20170904_results","SplitHalf","20170904","Top10Percent"
